Lx,Ly,Rx,Ry,Tx,Ty,Target,TaskCount,Time,InputMode,TypeableL,TypeableR,HeadPosition,HeadRotation,LTrigger,LHandP,LHandR,RTrigger,RHandP,RHandR
-26.078,1.000,59.839,0.000,-4,-1,x,1,0.0141,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04847, 0.04198, 0.01770, -0.99779),False,(-0.10, 0.69, 0.14),(-0.57254, -0.10165, 0.02429, 0.81319),True,(0.09, 0.72, 0.12),(0.64562, -0.12800, -0.00615, -0.75283)
-26.090,1.000,58.864,0.000,-4,-1,x,1,0.0285,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04839, 0.04202, 0.01761, -0.99779),False,(-0.10, 0.69, 0.14),(-0.57247, -0.10171, 0.02423, 0.81323),True,(0.09, 0.72, 0.12),(0.64547, -0.12700, -0.00656, -0.75313)
-26.082,1.000,58.380,0.000,-4,-1,x,1,0.0557,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04822, 0.04203, 0.01743, -0.99780),False,(-0.10, 0.69, 0.14),(-0.57260, -0.10189, 0.02395, 0.81312),True,(0.09, 0.72, 0.12),(0.64540, -0.12747, -0.00705, -0.75310)
-26.101,1.000,58.426,0.000,-4,-1,x,1,0.0698,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04842, 0.04203, 0.01765, -0.99779),False,(-0.10, 0.69, 0.14),(-0.57262, -0.10200, 0.02390, 0.81310),True,(0.09, 0.72, 0.12),(0.64507, -0.12748, -0.00733, -0.75338)
-26.127,1.000,57.379,0.000,-4,-1,x,1,0.0979,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04877, 0.04211, 0.01788, -0.99776),False,(-0.10, 0.69, 0.14),(-0.57260, -0.10198, 0.02374, 0.81312),True,(0.09, 0.72, 0.12),(0.64308, -0.12848, -0.00941, -0.75489)
-26.085,1.000,57.178,0.000,-4,-1,x,1,0.1115,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04885, 0.04223, 0.01786, -0.99775),False,(-0.10, 0.69, 0.14),(-0.57271, -0.10190, 0.02345, 0.81306),True,(0.09, 0.72, 0.12),(0.64321, -0.12789, -0.00889, -0.75488)
-26.031,1.000,56.662,0.000,-4,-1,x,1,0.1392,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04889, 0.04235, 0.01786, -0.99775),False,(-0.10, 0.69, 0.14),(-0.57296, -0.10211, 0.02334, 0.81286),True,(0.09, 0.72, 0.12),(0.64184, -0.12819, -0.01063, -0.75597)
-26.089,1.000,56.289,0.000,-4,-1,x,1,0.1530,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04890, 0.04236, 0.01784, -0.99775),False,(-0.10, 0.69, 0.14),(-0.57291, -0.10242, 0.02356, 0.81286),False,(0.09, 0.72, 0.12),(0.64163, -0.12829, -0.01124, -0.75613)
-26.185,1.000,56.104,0.000,-4,-1,x,1,0.1670,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04899, 0.04231, 0.01789, -0.99774),False,(-0.10, 0.69, 0.14),(-0.57289, -0.10273, 0.02382, 0.81282),False,(0.09, 0.72, 0.12),(0.64078, -0.12977, -0.01279, -0.75657)
-26.387,1.000,56.069,0.000,-4,-1,x,1,0.1949,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04938, 0.04228, 0.01780, -0.99773),False,(-0.10, 0.69, 0.14),(-0.57307, -0.10321, 0.02383, 0.81263),False,(0.09, 0.72, 0.12),(0.64013, -0.13052, -0.01180, -0.75700)
-26.453,1.000,56.031,0.000,-4,-1,x,1,0.2088,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.04981, 0.04224, 0.01772, -0.99771),False,(-0.10, 0.69, 0.14),(-0.57311, -0.10328, 0.02382, 0.81259),False,(0.09, 0.72, 0.12),(0.63983, -0.13036, -0.01144, -0.75730)
-26.500,1.000,55.628,1.000,-4,-1,x,1,0.2369,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.05051, 0.04214, 0.01790, -0.99767),False,(-0.10, 0.69, 0.14),(-0.57319, -0.10342, 0.02383, 0.81252),False,(0.09, 0.72, 0.12),(0.63948, -0.12957, -0.01217, -0.75772)
-26.542,1.000,55.332,1.000,-4,-1,x,1,0.2508,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.05069, 0.04222, 0.01806, -0.99766),False,(-0.10, 0.69, 0.14),(-0.57331, -0.10357, 0.02378, 0.81242),False,(0.09, 0.72, 0.12),(0.63950, -0.12931, -0.01285, -0.75773)
-26.641,1.000,55.068,1.000,-4,-1,x,1,0.2785,SlideKeys,False,False,(-0.04, 1.11, -0.04),(0.05105, 0.04212, 0.01838, -0.99764),False,(-0.10, 0.69, 0.14),(-0.57344, -0.10383, 0.02387, 0.81229),False,(0.09, 0.72, 0.12),(0.63946, -0.12923, -0.01299, -0.75778)
