Lx,Ly,Rx,Ry,Tx,Ty,Target,TaskCount,Time,InputMode,TypeableL,TypeableR,HeadPosition,HeadRotation,LTrigger,LHandP,LHandR,RTrigger,RHandP,RHandR
-3.096,-0.694,0.348,0.792,-1.83,0.7,e,1,0.0136,PointKeys,False,False,(-0.10, 1.09, 0.13),(0.12705, -0.01165, 0.01428, 0.99173),True,(-0.18, 0.82, 0.32),(-0.58897, -0.11770, 0.01000, 0.79947),False,(0.00, 0.82, 0.33),(-0.62660, 0.02139, 0.01739, 0.77886)
-3.160,-0.694,0.354,0.797,-1.83,0.7,e,1,0.0275,PointKeys,False,False,(-0.10, 1.09, 0.13),(0.12686, -0.01183, 0.01423, 0.99175),True,(-0.18, 0.82, 0.32),(-0.58818, -0.11969, 0.00968, 0.79977),False,(0.00, 0.82, 0.33),(-0.62667, 0.02135, 0.01749, 0.77879)
-3.150,-0.740,0.359,0.807,-1.83,0.7,e,1,0.0554,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12633, -0.01169, 0.01493, 0.99181),True,(-0.18, 0.82, 0.32),(-0.58732, -0.11436, 0.01329, 0.80112),False,(0.00, 0.82, 0.33),(-0.62689, 0.02109, 0.01764, 0.77862)
-3.086,-0.759,0.358,0.815,-1.83,0.7,e,1,0.0691,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12599, -0.01132, 0.01528, 0.99185),True,(-0.18, 0.82, 0.32),(-0.58805, -0.10478, 0.01940, 0.80177),False,(0.00, 0.82, 0.33),(-0.62718, 0.02115, 0.01812, 0.77837)
-2.828,-0.723,0.365,0.842,-1.83,0.7,e,1,0.0971,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12522, -0.01109, 0.01591, 0.99194),True,(-0.18, 0.82, 0.32),(-0.58850, -0.09361, 0.02404, 0.80270),False,(0.00, 0.82, 0.33),(-0.62746, 0.02237, 0.01899, 0.77809)
-2.782,-0.736,0.378,0.858,-1.83,0.7,e,1,0.1109,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12505, -0.01133, 0.01603, 0.99196),True,(-0.18, 0.82, 0.32),(-0.58879, -0.09845, 0.01979, 0.80202),False,(0.00, 0.82, 0.33),(-0.62752, 0.02294, 0.01892, 0.77803)
-2.968,-0.688,0.403,0.874,-1.83,0.7,e,1,0.1389,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12478, -0.01163, 0.01598, 0.99199),True,(-0.18, 0.82, 0.32),(-0.59109, -0.10631, 0.00712, 0.79953),False,(0.00, 0.82, 0.33),(-0.62751, 0.02317, 0.01854, 0.77804)
-3.033,-0.643,0.405,0.873,-1.83,0.7,e,1,0.1527,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12463, -0.01160, 0.01596, 0.99201),True,(-0.18, 0.82, 0.32),(-0.59192, -0.10743, 0.00427, 0.79879),False,(0.00, 0.82, 0.33),(-0.62778, 0.02368, 0.01855, 0.77781)
-3.067,-0.612,0.408,0.878,-1.83,0.7,e,1,0.1667,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12445, -0.01143, 0.01605, 0.99203),True,(-0.18, 0.82, 0.32),(-0.59186, -0.10781, 0.00450, 0.79879),False,(0.00, 0.82, 0.33),(-0.62801, 0.02413, 0.01857, 0.77761)
-3.018,-0.664,0.427,0.912,-1.83,0.7,e,1,0.1944,PointKeys,False,False,(-0.10, 1.09, 0.12),(0.12379, -0.01094, 0.01597, 0.99212),True,(-0.18, 0.82, 0.32),(-0.58952, -0.10576, 0.01002, 0.80074),False,(0.00, 0.82, 0.33),(-0.62834, 0.02469, 0.01868, 0.77733)
